{'ticket': 203911706, 'order': 0, 'time': 1732166195, 'time_msc': 1732166195566, 'type': 2, 'entry': 0, 'magic': 0, 'position_id': 0, 'reason': 0, 'volume': 0.0, 'price': 0.0, 'commission': 0.0, 'swap': 0.0, 'profit': 6500.0, 'fee': 0.0, 'symbol': '', 'comment': 'D-ALLINT-USC-INT-2069944419', 'external_id': ''}
{'ticket': 210020957, 'order': 273765134, 'time': 1732516300, 'time_msc': 1732516300896, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 273748514, 'reason': 5, 'volume': 0.01, 'price': 2669.666, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2669.666]', 'external_id': ''}
{'ticket': 210021202, 'order': 273765384, 'time': 1732516301, 'time_msc': 1732516301910, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 273765384, 'reason': 3, 'volume': 0.01, 'price': 2669.728, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210023999, 'order': 273769098, 'time': 1732516377, 'time_msc': 1732516377472, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273769098, 'reason': 3, 'volume': 0.04, 'price': 2669.75, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 2', 'external_id': ''}
{'ticket': 210031169, 'order': 273778330, 'time': 1732516544, 'time_msc': 1732516544345, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273732668, 'reason': 5, 'volume': 0.01, 'price': 2667.067, 'commission': 0.0, 'swap': 0.0, 'profit': -3.3, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2667.067]', 'external_id': ''}
{'ticket': 210031174, 'order': 273778336, 'time': 1732516544, 'time_msc': 1732516544346, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273739178, 'reason': 5, 'volume': 0.02, 'price': 2667.067, 'commission': 0.0, 'swap': 0.0, 'profit': -0.5, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2667.067]', 'external_id': ''}
{'ticket': 210031180, 'order': 273778344, 'time': 1732516544, 'time_msc': 1732516544346, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273769098, 'reason': 5, 'volume': 0.04, 'price': 2667.067, 'commission': 0.0, 'swap': 0.0, 'profit': 10.7, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2667.067]', 'external_id': ''}
{'ticket': 210031625, 'order': 273778815, 'time': 1732516544, 'time_msc': 1732516544762, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273778815, 'reason': 3, 'volume': 0.01, 'price': 2666.6150000000002, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210031905, 'order': 273779118, 'time': 1732516546, 'time_msc': 1732516546186, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 273779118, 'reason': 3, 'volume': 0.02, 'price': 2666.714, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 1', 'external_id': ''}
{'ticket': 210034624, 'order': 273782519, 'time': 1732516593, 'time_msc': 1732516593450, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 273765384, 'reason': 5, 'volume': 0.01, 'price': 2668.719, 'commission': 0.0, 'swap': 0.0, 'profit': -1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.719]', 'external_id': ''}
{'ticket': 210034628, 'order': 273782520, 'time': 1732516593, 'time_msc': 1732516593451, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 273779118, 'reason': 5, 'volume': 0.02, 'price': 2668.719, 'commission': 0.0, 'swap': 0.0, 'profit': 4.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.719]', 'external_id': ''}
{'ticket': 210034657, 'order': 273782549, 'time': 1732516593, 'time_msc': 1732516593778, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 273782549, 'reason': 3, 'volume': 0.01, 'price': 2668.891, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210047215, 'order': 273799537, 'time': 1732517002, 'time_msc': 1732517002918, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273799537, 'reason': 3, 'volume': 0.02, 'price': 2669.722, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 1', 'external_id': ''}
{'ticket': 210049524, 'order': 273802506, 'time': 1732517058, 'time_msc': 1732517058259, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273778815, 'reason': 5, 'volume': 0.01, 'price': 2667.686, 'commission': 0.0, 'swap': 0.0, 'profit': -1.1, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2667.686]', 'external_id': ''}
{'ticket': 210049538, 'order': 273802509, 'time': 1732517058, 'time_msc': 1732517058261, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273799537, 'reason': 5, 'volume': 0.02, 'price': 2667.686, 'commission': 0.0, 'swap': 0.0, 'profit': 4.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2667.686]', 'external_id': ''}
{'ticket': 210049661, 'order': 273802584, 'time': 1732517059, 'time_msc': 1732517059025, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273802584, 'reason': 3, 'volume': 0.01, 'price': 2667.659, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210057176, 'order': 273813174, 'time': 1732517344, 'time_msc': 1732517344278, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273802584, 'reason': 5, 'volume': 0.01, 'price': 2666.659, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2666.659]', 'external_id': ''}
{'ticket': 210057404, 'order': 273813415, 'time': 1732517345, 'time_msc': 1732517345866, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273813415, 'reason': 3, 'volume': 0.01, 'price': 2666.753, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210063035, 'order': 273821190, 'time': 1732517553, 'time_msc': 1732517553317, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 273821190, 'reason': 3, 'volume': 0.02, 'price': 2666.081, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 1', 'external_id': ''}
{'ticket': 210063450, 'order': 273821999, 'time': 1732517586, 'time_msc': 1732517586251, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273813415, 'reason': 5, 'volume': 0.01, 'price': 2665.753, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2665.753]', 'external_id': ''}
{'ticket': 210063556, 'order': 273822129, 'time': 1732517587, 'time_msc': 1732517587965, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273822129, 'reason': 3, 'volume': 0.01, 'price': 2665.674, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210077973, 'order': 273843346, 'time': 1732518170, 'time_msc': 1732518170357, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 273821190, 'reason': 5, 'volume': 0.02, 'price': 2668.018, 'commission': 0.0, 'swap': 0.0, 'profit': 3.8, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.018]', 'external_id': ''}
{'ticket': 210077978, 'order': 273843354, 'time': 1732518170, 'time_msc': 1732518170358, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 273782549, 'reason': 5, 'volume': 0.01, 'price': 2668.018, 'commission': 0.0, 'swap': 0.0, 'profit': -0.9, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.018]', 'external_id': ''}
{'ticket': 210078043, 'order': 273843415, 'time': 1732518171, 'time_msc': 1732518171570, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 273843415, 'reason': 3, 'volume': 0.01, 'price': 2668.111, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210100893, 'order': 273874842, 'time': 1732519022, 'time_msc': 1732519022411, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273874842, 'reason': 3, 'volume': 0.02, 'price': 2668.839, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 1', 'external_id': ''}
{'ticket': 210101469, 'order': 273875411, 'time': 1732519030, 'time_msc': 1732519030152, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 273843415, 'reason': 5, 'volume': 0.01, 'price': 2669.111, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2669.111]', 'external_id': ''}
{'ticket': 210101709, 'order': 273875659, 'time': 1732519030, 'time_msc': 1732519030640, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 273875659, 'reason': 3, 'volume': 0.01, 'price': 2669.41, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210105121, 'order': 273879958, 'time': 1732519119, 'time_msc': 1732519119522, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 273875659, 'reason': 5, 'volume': 0.01, 'price': 2670.41, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2670.410]', 'external_id': ''}
{'ticket': 210105289, 'order': 273880137, 'time': 1732519119, 'time_msc': 1732519119835, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 273880137, 'reason': 3, 'volume': 0.01, 'price': 2670.722, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210114099, 'order': 273891471, 'time': 1732519337, 'time_msc': 1732519337260, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 273880137, 'reason': 5, 'volume': 0.01, 'price': 2671.722, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2671.722]', 'external_id': ''}
{'ticket': 210114172, 'order': 273891532, 'time': 1732519337, 'time_msc': 1732519337632, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 273891532, 'reason': 3, 'volume': 0.01, 'price': 2671.885, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210115766, 'order': 273893436, 'time': 1732519368, 'time_msc': 1732519368671, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273893436, 'reason': 3, 'volume': 0.04, 'price': 2672.188, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 2', 'external_id': ''}
{'ticket': 210124572, 'order': 273903748, 'time': 1732519527, 'time_msc': 1732519527428, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273822129, 'reason': 5, 'volume': 0.01, 'price': 2669.301, 'commission': 0.0, 'swap': 0.0, 'profit': -3.6, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2669.301]', 'external_id': ''}
{'ticket': 210124576, 'order': 273903753, 'time': 1732519527, 'time_msc': 1732519527429, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273874842, 'reason': 5, 'volume': 0.02, 'price': 2669.301, 'commission': 0.0, 'swap': 0.0, 'profit': -0.9, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2669.301]', 'external_id': ''}
{'ticket': 210124579, 'order': 273903757, 'time': 1732519527, 'time_msc': 1732519527429, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273893436, 'reason': 5, 'volume': 0.04, 'price': 2669.301, 'commission': 0.0, 'swap': 0.0, 'profit': 11.6, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2669.301]', 'external_id': ''}
{'ticket': 210124962, 'order': 273904055, 'time': 1732519528, 'time_msc': 1732519528210, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273904055, 'reason': 3, 'volume': 0.01, 'price': 2668.977, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210126434, 'order': 273905855, 'time': 1732519557, 'time_msc': 1732519557505, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 273905855, 'reason': 3, 'volume': 0.02, 'price': 2668.8740000000003, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 1', 'external_id': ''}
{'ticket': 210129096, 'order': 273908804, 'time': 1732519593, 'time_msc': 1732519593078, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273904055, 'reason': 5, 'volume': 0.01, 'price': 2667.977, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2667.977]', 'external_id': ''}
{'ticket': 210129237, 'order': 273908955, 'time': 1732519593, 'time_msc': 1732519593865, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273908955, 'reason': 3, 'volume': 0.01, 'price': 2667.637, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210139322, 'order': 273921641, 'time': 1732519914, 'time_msc': 1732519914286, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273908955, 'reason': 5, 'volume': 0.01, 'price': 2666.637, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2666.637]', 'external_id': ''}
{'ticket': 210139527, 'order': 273921861, 'time': 1732519914, 'time_msc': 1732519914829, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273921861, 'reason': 3, 'volume': 0.01, 'price': 2666.387, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210142443, 'order': 273925366, 'time': 1732519996, 'time_msc': 1732519996594, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 273925366, 'reason': 3, 'volume': 0.04, 'price': 2665.805, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 2', 'external_id': ''}
{'ticket': 210143457, 'order': 273926464, 'time': 1732520013, 'time_msc': 1732520013572, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273921861, 'reason': 5, 'volume': 0.01, 'price': 2665.387, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2665.387]', 'external_id': ''}
{'ticket': 210143538, 'order': 273926538, 'time': 1732520014, 'time_msc': 1732520014264, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273926538, 'reason': 3, 'volume': 0.01, 'price': 2665.282, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210149016, 'order': 273933567, 'time': 1732520191, 'time_msc': 1732520191029, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273926538, 'reason': 5, 'volume': 0.01, 'price': 2664.282, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2664.282]', 'external_id': ''}
{'ticket': 210149280, 'order': 273933859, 'time': 1732520192, 'time_msc': 1732520192588, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273933859, 'reason': 3, 'volume': 0.01, 'price': 2664.055, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210154927, 'order': 273940587, 'time': 1732520310, 'time_msc': 1732520310060, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273940587, 'reason': 3, 'volume': 0.02, 'price': 2667.072, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 1', 'external_id': ''}
{'ticket': 210164799, 'order': 273952861, 'time': 1732520586, 'time_msc': 1732520586141, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 273891532, 'reason': 5, 'volume': 0.01, 'price': 2668.55, 'commission': 0.0, 'swap': 0.0, 'profit': -3.3, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.550]', 'external_id': ''}
{'ticket': 210164802, 'order': 273952862, 'time': 1732520586, 'time_msc': 1732520586141, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 273905855, 'reason': 5, 'volume': 0.02, 'price': 2668.55, 'commission': 0.0, 'swap': 0.0, 'profit': -0.6, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.550]', 'external_id': ''}
{'ticket': 210164803, 'order': 273952863, 'time': 1732520586, 'time_msc': 1732520586142, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 273925366, 'reason': 5, 'volume': 0.04, 'price': 2668.55, 'commission': 0.0, 'swap': 0.0, 'profit': 11.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.550]', 'external_id': ''}
{'ticket': 210165124, 'order': 273953201, 'time': 1732520587, 'time_msc': 1732520587643, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 273953201, 'reason': 3, 'volume': 0.01, 'price': 2668.697, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210169603, 'order': 273958736, 'time': 1732520732, 'time_msc': 1732520732718, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 273953201, 'reason': 5, 'volume': 0.01, 'price': 2669.697, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2669.697]', 'external_id': ''}
{'ticket': 210169778, 'order': 273958932, 'time': 1732520733, 'time_msc': 1732520733397, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 273958932, 'reason': 3, 'volume': 0.01, 'price': 2669.957, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210170449, 'order': 273959610, 'time': 1732520738, 'time_msc': 1732520738205, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273959610, 'reason': 3, 'volume': 0.04, 'price': 2670.276, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 2', 'external_id': ''}
{'ticket': 210186365, 'order': 273979998, 'time': 1732521302, 'time_msc': 1732521302157, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273940587, 'reason': 5, 'volume': 0.02, 'price': 2667.472, 'commission': 0.0, 'swap': 0.0, 'profit': -0.8, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2667.472]', 'external_id': ''}
{'ticket': 210186370, 'order': 273979994, 'time': 1732521302, 'time_msc': 1732521302160, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273933859, 'reason': 5, 'volume': 0.01, 'price': 2667.472, 'commission': 0.0, 'swap': 0.0, 'profit': -3.4, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2667.472]', 'external_id': ''}
{'ticket': 210186375, 'order': 273980002, 'time': 1732521302, 'time_msc': 1732521302160, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273959610, 'reason': 5, 'volume': 0.04, 'price': 2667.472, 'commission': 0.0, 'swap': 0.0, 'profit': 11.2, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2667.472]', 'external_id': ''}
{'ticket': 210186618, 'order': 273980262, 'time': 1732521302, 'time_msc': 1732521302617, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 273980262, 'reason': 3, 'volume': 0.01, 'price': 2667.246, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210187900, 'order': 273981765, 'time': 1732521331, 'time_msc': 1732521331370, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 273981765, 'reason': 3, 'volume': 0.02, 'price': 2666.802, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 1', 'external_id': ''}
{'ticket': 210195876, 'order': 273992408, 'time': 1732521618, 'time_msc': 1732521618930, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 273958932, 'reason': 5, 'volume': 0.01, 'price': 2668.854, 'commission': 0.0, 'swap': 0.0, 'profit': -1.1, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.854]', 'external_id': ''}
{'ticket': 210195884, 'order': 273992419, 'time': 1732521618, 'time_msc': 1732521618931, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 273981765, 'reason': 5, 'volume': 0.02, 'price': 2668.854, 'commission': 0.0, 'swap': 0.0, 'profit': 4.1, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.854]', 'external_id': ''}
{'ticket': 210196315, 'order': 273992833, 'time': 1732521619, 'time_msc': 1732521619433, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 273992833, 'reason': 3, 'volume': 0.01, 'price': 2669.106, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210203467, 'order': 274002461, 'time': 1732521897, 'time_msc': 1732521897588, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 273992833, 'reason': 5, 'volume': 0.01, 'price': 2670.106, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2670.106]', 'external_id': ''}
{'ticket': 210203637, 'order': 274002658, 'time': 1732521898, 'time_msc': 1732521898938, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 274002658, 'reason': 3, 'volume': 0.01, 'price': 2670.327, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210204661, 'order': 274003746, 'time': 1732521903, 'time_msc': 1732521903389, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 274003746, 'reason': 3, 'volume': 0.02, 'price': 2670.378, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 1', 'external_id': ''}
{'ticket': 210212792, 'order': 274013680, 'time': 1732522109, 'time_msc': 1732522109494, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 273980262, 'reason': 5, 'volume': 0.01, 'price': 2668.334, 'commission': 0.0, 'swap': 0.0, 'profit': -1.1, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.334]', 'external_id': ''}
{'ticket': 210212796, 'order': 274013682, 'time': 1732522109, 'time_msc': 1732522109495, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 274003746, 'reason': 5, 'volume': 0.02, 'price': 2668.334, 'commission': 0.0, 'swap': 0.0, 'profit': 4.1, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2668.334]', 'external_id': ''}
{'ticket': 210212873, 'order': 274013772, 'time': 1732522110, 'time_msc': 1732522110184, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 274013772, 'reason': 3, 'volume': 0.01, 'price': 2668.366, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210217288, 'order': 274019206, 'time': 1732522232, 'time_msc': 1732522232228, 'type': 0, 'entry': 1, 'magic': 1, 'position_id': 274013772, 'reason': 5, 'volume': 0.01, 'price': 2667.366, 'commission': 0.0, 'swap': 0.0, 'profit': 1.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2667.366]', 'external_id': ''}
{'ticket': 210217489, 'order': 274019394, 'time': 1732522233, 'time_msc': 1732522233064, 'type': 0, 'entry': 0, 'magic': 1, 'position_id': 274019394, 'reason': 3, 'volume': 0.02, 'price': 2667.44, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DCA NGHICH 1', 'external_id': ''}
{'ticket': 210217525, 'order': 274019420, 'time': 1732522233, 'time_msc': 1732522233384, 'type': 1, 'entry': 0, 'magic': 1, 'position_id': 274019420, 'reason': 3, 'volume': 0.01, 'price': 2667.28, 'commission': 0.0, 'swap': 0.0, 'profit': 0.0, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': 'ID: 1 / LENH DAU TIEN', 'external_id': ''}
{'ticket': 210219367, 'order': 274021564, 'time': 1732522263, 'time_msc': 1732522263062, 'type': 1, 'entry': 1, 'magic': 1, 'position_id': 274019394, 'reason': 5, 'volume': 0.02, 'price': 2669.402, 'commission': 0.0, 'swap': 0.0, 'profit': 3.9, 'fee': 0.0, 'symbol': 'XAUUSDc', 'comment': '[tp 2669.402]', 'external_id': ''}
